0 0.564984 0.586208
1 0.592293 0.755099
2 0.461417 -0.237849
3 0.334659 -0.303407
4 0.935132 0.318777
5 0.156182 0.968911
6 0.82797 0.312151
7 0.904279 -0.932835
8 0.211717 -0.235268
9 0.658817 -0.0465261
10 -0.0728327 0.363882
11 -0.267276 -0.781978
12 -0.591138 -0.630523
13 0.710379 -0.919461
14 -0.0508493 0.100231
15 -0.807311 0.517272
16 -0.496437 0.723602
17 -0.154302 0.700983
18 -0.395426 -0.57673
19 0.417351 0.597671
20 0.382069 0.865122
21 0.325188 0.07116
22 0.847773 -0.831166
23 -0.230769 -0.759356
24 -0.438084 -0.303604
25 -0.55537 -0.910661
26 -0.0499006 0.707699
27 -0.0143402 -0.655248
28 -0.424046 -0.439451
29 0.246962 0.290363
30 -0.387476 -0.660515
31 -0.787575 0.209934
32 -0.0835539 -0.286424
33 0.322251 -0.668211
