0 0.567234 0.823557
1 -0.0734614 0.997298
2 -0.486154 -0.873873
3 -0.539948 -0.841698
4 -0.987065 -0.160322
5 -0.167515 0.985869
6 0.463339 -0.886181
7 0.999041 -0.0437801
8 0.521017 -0.853546
9 0.522388 0.852708
10 -0.916617 0.399767
11 0.928292 0.371853
12 -0.999566 0.029443
13 0.796506 -0.604631
14 0.138102 0.990418
15 -0.0557876 0.998443
16 -0.548837 -0.83593
17 -0.981482 -0.191553
18 -0.242257 0.970212
19 -0.722364 -0.691513
20 -0.449564 0.893248
21 0.902614 -0.43045
22 0.37488 0.927074
23 0.515081 0.857141
24 -0.917844 -0.396942
25 0.289687 0.957121
26 0.219427 0.975629
27 0.706804 -0.707409
28 -0.305405 0.952223
29 -0.646713 -0.762734
30 -0.339226 -0.940705
31 -0.609489 0.792795
32 -0.822634 0.568572
33 -0.903826 -0.4279
