0 -0.368278 0.182369
1 0.909763 -0.317695
2 0.51434 -0.870468
3 -0.417267 0.264598
4 0.366998 0.965954
5 0.179894 -0.576889
6 0.729536 0.230498
7 0.558921 0.599584
8 -0.993963 0.933292
9 -0.794305 0.789687
10 0.703374 0.048152
11 -0.198063 -0.731585
12 -0.208802 0.359675
13 -0.375345 -0.896469
14 0.287547 -0.980498
15 0.0228942 0.416798
16 -0.302051 0.97242
17 0.249962 -0.0652858
18 0.988211 -0.0955586
19 -0.105233 -0.508856
20 0.113639 -0.516834
21 0.597248 0.839028
22 0.834532 0.784554
23 -0.99449 0.369636
24 -0.993925 -0.253977
25 -0.795833 0.0360138
26 0.439499 -0.492461
27 -0.904973 -0.220177
28 0.802268 0.291465
29 -0.764401 -0.14704
30 0.182338 0.157212
31 0.0434065 -0.670219
32 -0.47812 -0.88526
33 0.472744 0.482596
